date,Amplitude
0.0,160.848892
0.0511387,160.7846
0.1020102,161.167923
0.1526904,161.773773
0.203986,162.271683
0.255173,162.609
0.3091105,162.640289
0.3591673,162.882935
0.4092003,163.198257
0.4599401,163.2814
0.5106223,162.636368
0.5613974,162.1079
0.6129078,161.350769
0.6641613,161.345963
0.7149845,161.837219
0.765985,162.327682
0.8187056,163.233
0.8697568,164.0433
0.920734,163.883438
0.9719867,162.810852
1.02605665,161.98735
1.07766175,161.7576
1.12903714,162.106659
1.18080044,162.7611
1.23202324,163.300217
1.28305936,163.538559
1.33626544,163.939819
1.38673556,164.086212
1.44193041,163.520081
1.49338269,163.078033
1.5448004,162.9533
1.595975,163.175949
1.64751256,163.449081
1.69794452,163.811386
1.74839211,164.0247
1.79863656,164.0778
1.85026443,163.9758
1.90110254,163.876984
1.95262468,164.118
2.00417638,164.351868
2.05619454,164.311325
2.10769534,164.1685
2.15889239,163.966583
2.209881,164.158951
2.260922,164.328644
2.31208014,164.7399
2.36323428,165.066574
2.41709781,165.335587
2.46902,165.601059
2.52389383,165.856674
2.57436252,166.534164
2.628649,166.660751
2.67905426,167.222916
2.72941566,167.258316
2.78066158,167.404114
2.83126926,167.512634
2.88212657,167.801483
2.93335247,168.361847
2.98456836,168.713013
3.03994966,168.476059
3.091284,168.943054
3.14229345,169.354645
3.19344139,169.958344
3.24502778,169.7722
3.296,169.79129
3.34675646,169.470032
3.39733887,169.910614
3.44905972,170.259155
3.500782,170.488388
3.551464,171.011292
3.602189,172.899048
3.65596843,177.649521
3.707439,183.1615
3.76081061,185.810715
3.81188059,185.68718
3.86832714,183.488861
3.92228532,177.424362
3.97344828,168.380234
4.024055,162.970383
4.07453728,161.796875
4.12387848,163.081879
4.17392445,165.836029
4.22554636,168.352768
4.27699947,169.181534
4.328669,168.570419
4.38105726,167.240219
4.43243456,166.020447
4.484074,165.382523
4.53452444,165.168915
4.586572,165.6701
4.63704967,166.618652
4.68860435,166.654251
