,date,Amplitude
0,0.0,81.87518
1,0.0513388,81.3875961
2,0.1010521,81.28994
3,0.1500664,81.05405
4,0.1992564,81.0456
5,0.2489448,80.99249
6,0.3001394,80.89629
7,0.3492732,80.50619
8,0.398417,80.4145
9,0.4462338,80.330574
10,0.494813,80.32686
11,0.5451135,80.30404
12,0.5939943,80.28593
13,0.6424999,80.28578
14,0.6909144,80.1171951
15,0.7405967,79.97345
16,0.790486,79.98861
17,0.838335,80.08962
18,0.8879984,80.2639542
19,0.9361534,80.39583
20,0.9856718,80.59543
21,1.03514135,80.702446
22,1.08463764,80.89315
23,1.1361773,81.16361
24,1.186555,81.3939743
25,1.23649371,81.61543
26,1.28584886,81.90012
27,1.33564734,82.17687
28,1.38366961,82.4148
29,1.43228579,82.7615
30,1.48176849,83.01578
31,1.529544,83.07165
32,1.57770717,83.53536
33,1.6275177,83.86977
34,1.67560935,84.08679
35,1.72405374,84.30628
36,1.77378166,84.86275
37,1.82189834,85.14729
38,1.87095642,85.2939148
39,1.91890383,85.5135956
40,1.9688834,85.98303
41,2.017996,86.2141342
42,2.06809831,86.592865
43,2.117162,86.82875
44,2.166628,87.05022
45,2.21555281,87.2186661
46,2.267027,87.53186
47,2.31998515,87.5198
48,2.36783814,87.2317352
49,2.41667414,87.12001
50,2.46787071,87.0676041
51,2.51790357,86.9073639
52,2.56715941,86.72527
53,2.61562562,86.54743
54,2.66493464,86.4354553
55,2.71411681,86.2096
56,2.76484656,86.08297
57,2.81309438,85.90784
58,2.862615,85.7304153
59,2.911653,85.537796
60,2.960564,85.38013
61,3.00945759,85.28159
62,3.05979872,85.09626
63,3.11086321,84.97466
64,3.15921664,84.8729
65,3.2086544,84.31189
66,3.25850654,83.77815
67,3.30844641,83.70261
68,3.358526,83.51944
69,3.40820217,83.0822754
70,3.45791149,82.9084549
71,3.50720859,82.5628052
72,3.55668664,82.30803
73,3.607531,82.12843
74,3.65788817,82.00996
75,3.708174,81.6023254
76,3.75784349,81.49099
77,3.80648446,81.35854
78,3.85548973,81.31914
79,3.90448856,81.18279
80,3.954683,81.07533
81,4.00370026,80.71566
82,4.052798,80.7168961
83,4.102371,80.3856659
84,4.15232372,80.28054
85,4.200954,80.24565
86,4.250591,80.20834
87,4.299641,80.16293
88,4.34956646,80.14112
89,4.39799547,79.84201
90,4.44753551,79.70373
91,4.4956584,79.69488
92,4.54485035,79.72408
93,4.59463358,79.8101044
94,4.643938,79.9277
95,4.693427,80.08975
96,4.743878,80.3249359
97,4.794398,80.52013
98,4.843873,80.74003
99,4.8931756,80.98454
100,4.947733,81.16222
101,4.996359,81.1197739
102,5.044518,81.37786
103,5.09346628,81.62497
104,5.14369,81.86887
105,5.192276,82.11734
106,5.242778,82.45934
107,5.29200029,82.89253
108,5.340702,83.0791
109,5.38880539,83.30911
110,5.43849,83.64942
111,5.496749,84.16146
112,5.54563856,84.402565
113,5.5951314,84.99193
114,5.6433115,85.27788
115,5.69400358,85.5922
116,5.74321651,86.01578
117,5.793227,86.20852
118,5.84283733,86.26807
119,5.893838,86.46796
120,5.94444036,86.7643051
121,5.995084,86.89714
122,6.047523,87.09128
123,6.097507,87.22258
124,6.14690638,87.61145
125,6.196596,87.55956
126,6.24560642,87.42241
127,6.29487,87.29878
128,6.344939,87.153656
129,6.393349,86.95939
130,6.44208956,86.70885
131,6.49218845,86.5100861
132,6.54084349,86.3500443
133,6.59157133,86.19359
134,6.64072227,85.99354
135,6.68856955,85.7897339
136,6.73830652,85.43248
137,6.78719473,85.00048
138,6.8368187,84.91449
139,6.885656,84.73409
140,6.935249,84.11555
141,6.98547745,83.9533157
142,7.0347414,83.9086151
143,7.083826,83.64226
144,7.13217831,83.18475
145,7.181104,83.04265
146,7.23031,82.94817
147,7.28041029,82.75202
148,7.329965,82.61069
149,7.37875938,82.2319946
150,7.426752,82.13343
151,7.47525644,82.0232544
152,7.524742,81.6937561
153,7.577244,81.56413
154,7.628003,81.46196
155,7.676829,81.10121
156,7.727697,80.99675
157,7.77669573,80.93609
158,7.825769,80.5544
159,7.874628,80.44041
160,7.92317629,80.4509048
161,7.972446,80.4120255
162,8.020631,80.36841
163,8.07131,80.2937241
164,8.121069,80.25133
