,date,Amplitude
0,0.0,145.865768
1,0.0525225,145.52739
2,0.1053665,145.665146
3,0.154472,145.5606
4,0.2071748,144.983017
5,0.257108,144.397522
6,0.3074099,144.050217
7,0.3564673,143.559631
8,0.4100423,143.157455
9,0.4602985,142.761246
10,0.5103397,142.654846
11,0.5600148,142.7628
12,0.6094149,142.32782
13,0.6693515,142.33844
14,0.7181725,142.146423
15,0.768307,142.1205
16,0.8175839,141.986038
17,0.8666026,141.93277
18,0.9154007,141.823364
19,0.9654291,141.6768
20,1.01539254,141.5367
21,1.06426561,141.473221
22,1.11346638,141.284744
23,1.16254735,141.260117
24,1.21228433,140.998169
25,1.26133776,141.020065
26,1.32306886,140.997223
27,1.37238479,141.165909
28,1.4216547,141.469757
29,1.47125065,141.894684
30,1.52141774,142.025681
31,1.5705328,141.561188
32,1.61930728,140.538971
33,1.66942847,138.74855
34,1.71835518,139.4787
35,1.76815033,143.293671
36,1.81764865,145.33429
37,1.86738861,145.122635
38,1.915982,145.531464
39,1.96786273,145.872131
40,2.01745534,145.7252
41,2.06621981,145.38826
42,2.1152854,145.010651
43,2.16397023,144.1678
44,2.212129,142.531219
45,2.26217771,142.227982
46,2.31415057,142.415024
47,2.363309,141.698166
48,2.41214466,141.247833
49,2.46147156,140.539413
50,2.512336,139.269531
51,2.56141448,138.040588
52,2.61125779,137.028275
53,2.661886,136.1273
54,2.71128273,134.977921
55,2.76008487,133.56221
56,2.809593,132.306641
57,2.859506,131.832932
58,2.90951419,132.477463
59,2.95940375,133.3451
60,3.00932217,134.916565
61,3.058954,135.789642
62,3.10935283,136.212067
63,3.15929079,136.426208
64,3.21450067,136.95784
65,3.26429939,137.773346
66,3.3132174,138.081909
67,3.36220074,137.812592
68,3.411202,136.365387
69,3.46126032,134.826447
70,3.5111742,134.540146
71,3.56155443,134.664734
72,3.61113048,135.194733
73,3.66021013,135.193832
74,3.709285,134.473938
75,3.75906873,133.946259
76,3.809413,133.709839
77,3.85925913,133.81218
78,3.90952015,133.291122
79,3.95941615,132.96402
80,4.00898075,132.665268
81,4.057773,132.2211
82,4.10628939,131.894073
83,4.155435,131.6608
84,4.20524645,131.236969
85,4.255212,131.031158
86,4.30438662,130.808212
87,4.353274,130.582031
88,4.4022994,130.3259
89,4.45126534,130.115646
90,4.50024557,129.7574
91,4.549684,129.949463
92,4.599266,129.826233
93,4.64829969,129.093063
94,4.697534,128.995941
95,4.74597549,128.72377
96,4.79549026,128.614044
97,4.84545231,128.2401
98,4.89435768,127.6331
99,4.9430356,127.382011
100,4.99232864,126.996117
101,5.041111,126.92234
102,5.09143257,126.899666
103,5.14338732,126.906219
104,5.192408,126.902046
105,5.24137974,127.1431
106,5.291267,127.342995
107,5.341335,128.036377
108,5.391323,128.92984
109,5.44090557,129.360718
110,5.49002743,130.531189
111,5.539511,131.516571
112,5.58936357,132.070862
113,5.639379,134.532135
114,5.68925762,139.967117
115,5.73868132,144.412
116,5.78718138,146.309875
117,5.836807,146.6335
118,5.88641739,146.5018
119,5.93591,145.473969
120,5.985409,144.938171
121,6.03720331,144.928268
122,6.08651352,144.903
123,6.13626671,144.960251
124,6.18695736,144.540878
125,6.23629332,144.068481
126,6.285671,143.57103
127,6.33539248,142.800568
128,6.385056,141.940292
129,6.433927,141.0092
130,6.48303461,140.5161
131,6.5322876,140.562225
132,6.581508,140.805359
133,6.63146067,141.107269
134,6.681331,141.023758
135,6.731369,140.491821
136,6.78048,139.838654
137,6.829322,138.785416
138,6.878957,137.33638
139,6.92777157,135.631439
140,6.977336,134.313873
141,7.02726364,133.484879
142,7.07725334,133.214813
143,7.12720346,133.338577
144,7.17747259,134.133728
145,7.227234,134.3314
146,7.276874,134.069016
147,7.32603836,134.087631
148,7.37423,134.352615
149,7.423676,134.687973
150,7.4734993,135.188232
151,7.52187538,135.470108
152,7.571533,135.7296
153,7.619931,136.019714
154,7.671793,136.204834
155,7.721538,136.51683
156,7.771725,137.068542
157,7.82103729,137.634323
158,7.86986,138.612335
159,7.91963148,139.441513
160,7.97363043,139.700485
161,8.023537,139.214737
162,8.073489,139.351929
163,8.1235,141.989288
164,8.173497,144.846436
165,8.222826,145.80159
166,8.272362,146.027328
167,8.321109,145.5464
168,8.370454,145.1912
169,8.419998,144.295822
170,8.469698,143.254486
171,8.518515,141.547409
172,8.567161,139.889969
173,8.617182,138.946991
174,8.66717148,138.132263
175,8.716936,136.838028
176,8.76582,135.766541
177,8.815184,135.1431
178,8.865618,134.513931
179,8.913755,133.621338
180,8.962192,132.624557
181,9.011935,132.177612
182,9.061558,132.09642
183,9.110497,131.120163
184,9.159376,130.508575
185,9.208203,129.852539
186,9.25775,129.476471
187,9.307481,129.119812
188,9.356798,128.5086
189,9.405461,128.254089
190,9.455505,127.830269
191,9.504068,127.799469
192,9.553303,127.956848
193,9.602294,128.280167
194,9.650382,129.041122
195,9.699251,131.156128
196,9.749266,134.785477
197,9.798477,138.5197
198,9.853314,141.351776
199,9.903312,143.2224
200,9.95339,144.323151
201,10.0032911,143.917191
202,10.05232,141.39151
203,10.1014109,138.271164
204,10.1502914,136.019211
205,10.2011776,135.370087
206,10.2516594,134.4079
207,10.3009424,133.1719
208,10.3500547,132.218735
209,10.4004011,131.015076
210,10.4492788,130.120148
