,date,Amplitude
0,0.0,94.11687
1,0.0556299,94.12737
2,0.1111675,94.10735
3,0.1660741,94.0931
4,0.2231485,94.07183
5,0.2797303,94.03583
6,0.335537,93.92262
7,0.3931227,93.92079
8,0.4487005,94.03021
9,0.5046938,94.05602
10,0.5604344,93.95834
11,0.6158069,93.8225
12,0.6705963,93.77905
13,0.7268375,93.79704
14,0.782879,93.78684
15,0.8378417,93.85217
16,0.8945261,93.85331
17,0.9498561,93.89643
18,1.00443876,93.907
19,1.059825,93.94458
20,1.11525786,93.974
21,1.16984308,93.93757
22,1.22566819,93.94744
23,1.2859199,93.888176
24,1.33986485,93.79994
25,1.3939172,93.86031
26,1.44984651,93.82977
27,1.50576746,93.94892
28,1.56042945,94.05963
29,1.61636281,94.2523041
30,1.67184043,94.32149
31,1.72715938,94.4381943
32,1.78308678,94.64574
33,1.83772218,94.8392258
34,1.89287829,95.01929
35,1.94855022,95.17145
36,2.00389338,95.44343
37,2.05875134,95.60974
38,2.11468554,95.74464
39,2.16942644,95.92408
40,2.224104,95.91975
41,2.27904582,96.13993
42,2.33523965,96.23967
43,2.390626,96.38613
44,2.45475769,96.4569244
45,2.51066661,96.53899
46,2.56702232,96.4441
47,2.621868,96.3295
48,2.67585278,96.2433243
49,2.730687,96.15108
50,2.78650832,96.10095
51,2.84256649,95.9562
52,2.899031,95.87346
53,2.95524669,95.7233658
54,3.010761,95.55253
55,3.066856,95.49546
56,3.1215806,95.201416
57,3.17789268,95.03193
58,3.23275375,94.94272
59,3.287915,94.9184647
60,3.343905,94.84391
61,3.39991951,94.8678741
62,3.45586514,94.76303
63,3.510967,94.64636
64,3.566455,94.58781
65,3.62306929,94.5234146
66,3.677838,94.49212
67,3.73409033,94.44038
68,3.789914,94.46835
69,3.8458662,94.41284
70,3.90598631,94.36195
71,3.96159887,94.14692
72,4.01669168,94.05041
73,4.072557,93.97614
74,4.127608,93.9565659
75,4.18319559,93.9063644
76,4.24192524,93.91247
77,4.298128,93.9286041
78,4.35421133,93.96643
79,4.41062069,93.85798
80,4.46529341,93.82605
81,4.52040625,93.82413
82,4.576608,93.84021
83,4.631709,93.807045
84,4.68695068,93.82877
85,4.742595,93.88464
86,4.798336,93.8397
87,4.85420227,93.87563
88,4.90955067,93.85849
89,4.965762,93.8501358
90,5.020608,93.92434
91,5.076044,94.02686
92,5.133207,94.1556244
93,5.188967,94.315834
94,5.24531,94.43382
95,5.301926,94.533905
96,5.357609,94.69703
97,5.412229,94.85643
98,5.467084,95.05286
99,5.522559,95.25418
100,5.57830143,95.4732
101,5.63589764,95.72447
102,5.69053364,95.8785553
103,5.74511862,96.03251
104,5.801849,96.0730057
105,5.856939,96.09491
106,5.911967,96.363945
107,5.96863747,96.46906
108,6.02453661,96.59073
109,6.07930756,96.74019
110,6.13451767,96.78638
111,6.18991232,96.80485
112,6.24589,96.7491455
113,6.30228853,96.70735
114,6.35744953,96.65617
115,6.41381359,96.55782
116,6.470366,96.45945
117,6.52614975,96.41692
118,6.58163548,96.3658447
119,6.63792658,96.23202
120,6.69300842,96.02724
121,6.757347,95.70582
122,6.817677,95.707756
123,6.8771534,95.57126
124,6.93301773,95.49437
125,6.98888254,95.41777
126,7.045938,95.2716751
127,7.100785,95.1021
128,7.15733957,95.01608
129,7.21306,94.97585
130,7.271171,94.8915
131,7.326031,94.8104
132,7.38265657,94.64087
133,7.43796349,94.64279
134,7.494577,94.63127
135,7.54974842,94.62715
136,7.604892,94.6181641
137,7.665227,94.4744644
138,7.722297,94.4040451
139,7.777772,94.37907
140,7.832617,94.39317
141,7.887339,94.17162
142,7.94291067,94.17431
143,7.998562,94.10274
144,8.05555,94.09026
145,8.111111,94.03445
146,8.16674,94.02995
147,8.223196,94.03267
148,8.280657,94.033165
149,8.335813,93.983284
150,8.392049,93.9916
151,8.447961,93.96389
152,8.502569,93.97121
153,8.557459,93.99776
154,8.6132555,93.8763
155,8.668087,93.8092
156,8.724891,93.84389
157,8.78039,93.88856
158,8.834993,93.9765549
159,8.889556,94.05666
160,8.944982,94.1126251
161,9.000031,94.1704
162,9.058646,94.28935
163,9.113804,94.38516
164,9.168738,94.5934143
165,9.225034,94.67221
166,9.281929,94.8595352
167,9.337509,95.0702057
168,9.392425,95.23443
169,9.448004,95.38903
170,9.502942,95.4726944
171,9.558501,95.50782
172,9.613369,95.7164
173,9.669346,95.8538055
174,9.72732,96.090416
175,9.783064,96.20645
176,9.838925,96.39526
177,9.894347,96.41277
178,9.949417,96.47379
179,10.0059261,96.57722
180,10.0608635,96.71875
181,10.1165447,96.80498
182,10.1723213,96.93352
