date,Amplitude
0.0,113.201904
0.0498076,113.056931
0.1012428,112.8852
0.1521226,112.812614
0.2022819,112.772118
0.2532206,112.74321
0.304049,112.624519
0.3537557,112.550224
0.4051672,112.659744
0.4555427,112.684547
0.5049362,112.749771
0.556155,112.935
0.6061722,112.9998
0.6573986,113.187279
0.7086678,113.402145
0.7600115,113.63932
0.8111827,113.788086
0.8612556,114.03138
0.9119681,114.3462
0.9619524,114.63002
1.0120039,114.87117
1.06321049,115.104141
1.11401927,115.420456
1.1647203,115.661285
1.214014,115.873489
1.26595569,116.169006
1.3175658,116.341064
1.36827564,116.442986
1.41895521,116.748352
1.4695127,116.83342
1.51825845,116.843018
1.5685842,116.743469
1.61948,116.575462
1.670888,116.433304
1.7213819,116.298927
1.77164578,116.105736
1.82163274,115.917778
1.87207925,115.662033
1.92324746,115.455994
1.982099,115.129265
2.03588867,114.803505
2.086836,114.649864
2.13810921,114.459213
2.188226,114.060188
2.238029,113.670578
2.28829718,113.591393
2.33891177,113.252274
2.38981652,112.87085
2.440693,112.618507
2.49074078,112.585907
2.540922,112.5112
2.59209561,112.431541
2.6425252,112.385429
2.69280815,112.326263
2.74403358,112.448433
2.79441714,112.569275
2.84624219,112.726723
2.89715028,112.878387
2.94807673,112.998672
2.99927664,113.3475
3.04976535,113.669922
3.099326,113.841011
3.150497,114.203995
3.20007,114.447449
3.24998713,114.691727
3.301475,115.045387
3.352009,115.26519
3.40337372,115.536095
3.45377827,115.838829
3.50525022,116.096268
3.55614257,116.444336
3.60479259,116.622261
3.65593982,116.911964
3.706503,117.04174
3.75770664,117.002686
3.80713749,116.851883
3.85909247,116.742676
3.910206,116.583954
3.960359,116.250313
4.00965929,115.935715
4.060267,115.538025
4.111133,115.157005
4.16240025,114.846588
4.213716,114.588242
4.26418447,114.215553
4.314891,113.848351
4.36430454,113.613487
4.415094,113.379272
4.46592665,113.061615
4.517317,112.850266
4.5668745,112.69873
4.61771154,112.542259
4.66711664,112.285721
4.719059,112.227928
4.769157,112.18261
4.81978941,111.992249
4.86989832,111.90686
4.920056,112.100029
4.97010136,112.062477
5.018891,112.114929
5.069137,112.302673
5.120062,112.533958
5.17091227,112.743492
5.22234535,113.017044
